processed_frame,rgb_stamp_s,depth_stamp_s,rgb_depth_offset_s,rgb_received,depth_received,unsynchronized_or_pending,status,point_count,correspondences,rmse_m,callback_latency_ms,process_peak_rss_bytes
245,1305031110.38,1305031110.37,0.00767397880554,246,246,1,"ok",1152,1149,0.0241275267624,3.516921,82370560
246,1305031110.41,1305031110.4,0.00798892974854,247,247,1,"ok",1162,1150,0.042434454827,4.627368,82370560
247,1305031110.44,1305031110.44,0.00761294364929,248,248,1,"ok",1206,1202,0.0250469162134,3.4704,82370560
248,1305031110.48,1305031110.47,0.00874304771423,249,249,1,"ok",1269,1269,0.0269063912024,4.614037,82370560
249,1305031110.51,1305031110.5,0.00889015197754,250,250,1,"ok",1310,1308,0.027030636002,3.805357,82370560
250,1305031110.54,1305031110.53,0.00887584686279,251,251,1,"ok",1349,1348,0.0241837858403,3.655179,82370560
251,1305031110.58,1305031110.57,0.00775003433228,252,252,1,"ok",1360,1353,0.0318388801772,5.677242,82370560
252,1305031110.61,1305031110.6,0.00701785087585,253,253,1,"ok",1355,1354,0.0245914890732,9.332593,82370560
253,1305031110.64,1305031110.64,0.00793313980103,254,254,1,"ok",1382,1382,0.0232617029527,4.284009,82370560
254,1305031110.68,1305031110.67,0.00783085823059,255,255,1,"ok",1381,1381,0.0191087990786,3.049605,82370560
255,1305031110.71,1305031110.7,0.0114550590515,256,256,1,"ok",1399,1399,0.0197441927816,3.127022,82370560
256,1305031110.74,1305031110.74,0.00780892372131,257,257,1,"ok",1370,1370,0.0210663452545,3.849432,82370560
257,1305031110.78,1305031110.77,0.00945901870728,258,258,1,"ok",1392,1392,0.0173352078881,2.923354,82370560
258,1305031110.81,1305031110.8,0.0117020606995,259,259,1,"ok",1335,1335,0.0152785769483,2.499274,82370560
259,1305031110.84,1305031110.84,0.00797009468079,260,260,1,"ok",1367,1350,0.0453332205987,3.406735,82370560
260,1305031110.88,1305031110.87,0.00801992416382,261,261,1,"ok",1365,1365,0.0182446644227,2.646115,82370560
261,1305031110.91,1305031110.9,0.00943303108215,262,262,1,"ok",1353,1350,0.0181557675229,2.52368,82370560
262,1305031110.94,1305031110.94,0.00519394874573,263,263,1,"ok",1351,1341,0.0343661373367,2.680458,82370560
263,1305031110.98,1305031110.97,0.00802898406982,264,264,1,"ok",1340,1334,0.0216509259562,2.294615,82370560
264,1305031111.01,1305031111,0.00776195526123,265,265,1,"ok",1363,1346,0.0402163897862,3.233443,82370560
265,1305031111.04,1305031111.04,0.00365805625916,266,266,1,"ok",1378,1378,0.0207426080016,9.008262,82370560
266,1305031111.08,1305031111.07,0.00767803192139,267,267,1,"ok",1364,1362,0.020551878887,3.482959,82370560
267,1305031111.11,1305031111.1,0.00784993171692,268,268,1,"ok",1342,1341,0.0190314779725,3.826749,82370560
268,1305031111.14,1305031111.14,0.00404596328735,269,269,1,"ok",1331,1330,0.0176800787107,2.6953,82370560
269,1305031111.18,1305031111.17,0.00838899612427,270,270,1,"ok",1328,1327,0.0193762313075,3.21197,82370560
270,1305031111.21,1305031111.2,0.0120379924774,271,271,1,"ok",1323,1318,0.0233601132131,3.322537,82370560
271,1305031111.24,1305031111.24,0.00656604766846,272,272,1,"ok",1268,1267,0.0228512800986,3.646216,82370560
272,1305031111.28,1305031111.27,0.00936913490295,273,273,1,"ok",1224,1221,0.0210833855853,2.712566,82370560
273,1305031111.31,1305031111.3,0.00923609733582,274,274,1,"ok",1241,1233,0.0295893939096,5.869433,82370560
274,1305031111.34,1305031111.34,0.0039370059967,275,275,1,"ok",1200,1196,0.0244113777139,2.785586,82370560
275,1305031111.38,1305031111.37,0.00822591781616,276,276,1,"ok",1185,1185,0.0203737560177,2.588058,82370560
276,1305031111.41,1305031111.4,0.00838494300842,277,277,1,"ok",1188,1185,0.0245886015847,4.812888,82370560
277,1305031111.44,1305031111.44,0.00443816184998,278,278,1,"ok",1165,1165,0.0221980507691,3.247854,82370560
278,1305031111.48,1305031111.47,0.00834012031555,279,279,1,"ok",1197,1195,0.0196189786815,2.636942,82370560
279,1305031111.51,1305031111.5,0.00773310661316,280,280,1,"ok",1121,1120,0.0244645576107,4.15922,82370560
280,1305031111.54,1305031111.54,0.00376796722412,281,281,1,"ok",1073,1071,0.0263209697007,8.247062,82370560
281,1305031111.58,1305031111.57,0.00791692733765,282,282,1,"ok",1059,1055,0.040563986649,3.221665,82370560
282,1305031111.61,1305031111.6,0.00787997245789,283,283,1,"ok",1018,1018,0.026015559097,3.22568,82370560
283,1305031111.64,1305031111.64,0.00398993492126,284,284,1,"ok",1004,999,0.0239289322679,2.203528,82370560
284,1305031111.68,1305031111.67,0.0080680847168,285,285,1,"ok",1029,1027,0.0243769142672,2.926589,82370560
285,1305031111.71,1305031111.7,0.00796914100647,286,286,1,"ok",970,967,0.0264771294833,7.201925,82370560
286,1305031111.74,1305031111.74,0.00388193130493,287,287,1,"ok",947,946,0.0226589614975,3.184338,82370560
287,1305031111.78,1305031111.77,0.00819492340088,288,288,1,"ok",925,917,0.0346217761408,7.201824,82370560
288,1305031111.81,1305031111.8,0.0113289356232,289,289,1,"ok",903,900,0.0264503572418,6.081724,82370560
289,1305031111.84,1305031111.84,0.00396585464478,290,290,1,"ok",838,836,0.0229512603596,5.506325,82370560
290,1305031111.88,1305031111.87,0.00845694541931,291,291,1,"ok",868,846,0.117286902359,2.342216,82370560
291,1305031111.91,1305031111.9,0.00799798965454,292,292,1,"ok",866,860,0.0267062606101,1.803513,82370560
292,1305031111.94,1305031111.94,0.0036199092865,293,293,1,"ok",805,803,0.0167007939147,1.889874,82370560
293,1305031111.98,1305031111.97,0.0079550743103,294,294,1,"ok",875,875,0.0191998192311,2.177278,82370560
294,1305031112.01,1305031112,0.00783681869507,295,295,1,"ok",847,841,0.0356071758969,2.097026,82370560
295,1305031112.04,1305031112.04,0.00385808944702,296,296,1,"ok",868,866,0.0215623705393,2.385692,82370560
296,1305031112.08,1305031112.07,0.00860810279846,297,297,1,"ok",888,871,0.0514579788738,2.437621,82370560
297,1305031112.11,1305031112.1,0.00892806053162,298,298,1,"ok",849,847,0.023171996996,4.985949,82370560
298,1305031112.14,1305031112.14,0.00523495674133,299,299,1,"ok",835,830,0.0316542674447,2.217859,82370560
299,1305031112.18,1305031112.17,0.0100450515747,300,300,1,"ok",825,823,0.0220019503714,2.218139,82370560
300,1305031112.21,1305031112.21,0.00352096557617,301,301,1,"ok",842,838,0.0260779597245,2.641308,82370560
301,1305031112.24,1305031112.24,0.0077121257782,302,302,1,"ok",839,839,0.0213111906096,3.094923,82370560
302,1305031112.28,1305031112.27,0.00986480712891,303,303,1,"ok",858,853,0.0289551022656,3.302838,82370560
303,1305031112.31,1305031112.3,0.00772094726562,304,304,1,"ok",845,845,0.0218597425769,2.418832,82370560
304,1305031112.34,1305031112.34,0.00753402709961,305,305,1,"ok",848,847,0.0224775296558,2.173902,82370560
305,1305031112.38,1305031112.37,0.00812888145447,306,306,1,"ok",850,846,0.0238175049493,2.392052,82370560
306,1305031112.41,1305031112.41,0.00395107269287,307,307,1,"ok",832,832,0.0179237541025,2.438232,82370560
307,1305031112.44,1305031112.44,0.00432705879211,308,308,1,"ok",864,862,0.01702222004,1.658975,82370560
308,1305031112.48,1305031112.47,0.00835204124451,309,309,1,"ok",884,884,0.0188364642367,2.229557,82370560
309,1305031112.51,1305031112.51,0.0048348903656,310,310,1,"ok",862,862,0.0178746072273,2.318341,82370560
310,1305031112.54,1305031112.54,0.00490188598633,311,311,1,"ok",867,866,0.0168194068781,1.657232,82370560
311,1305031112.58,1305031112.57,0.0117819309235,312,312,1,"ok",883,883,0.0147685275658,1.732917,82370560
312,1305031112.61,1305031112.61,0.00451898574829,313,313,1,"ok",878,878,0.0142943617095,1.874811,82370560
313,1305031112.64,1305031112.64,0.00382804870605,314,314,1,"ok",911,896,0.087674012227,2.444582,82370560
314,1305031112.68,1305031112.67,0.00862693786621,315,315,1,"ok",883,883,0.0224544420567,3.515458,82370560
315,1305031112.71,1305031112.71,0.00392603874207,316,316,1,"ok",855,855,0.0193007258042,2.158479,82370560
316,1305031112.74,1305031112.74,0.00369882583618,317,317,1,"ok",844,844,0.017887370037,2.045178,82370560
317,1305031112.78,1305031112.77,0.00778698921204,318,318,1,"ok",807,807,0.0189312489862,3.327064,82370560
318,1305031112.81,1305031112.81,0.00377106666565,319,319,1,"ok",771,771,0.0167690138835,2.436209,82370560
319,1305031112.84,1305031112.84,0.0037260055542,320,320,1,"ok",765,765,0.013632923384,1.670362,82370560
320,1305031112.88,1305031112.87,0.00833797454834,321,321,1,"ok",783,783,0.0168598431948,2.222256,82370560
321,1305031112.91,1305031112.91,0.00416493415833,322,322,1,"ok",743,740,0.0200590542492,1.855773,82370560
322,1305031112.94,1305031112.94,0.00399804115295,323,323,1,"rejected_high_rmse_0.1479",749,741,0.147926435177,2.036155,82370560
323,1305031112.98,1305031112.97,0.00811409950256,324,324,1,"ok",717,717,0.0158902107138,2.184198,82370560
324,1305031113.01,1305031113.01,0.00418710708618,325,325,1,"ok",728,724,0.0224927944778,1.856744,82370560
325,1305031113.04,1305031113.04,0.00373911857605,326,326,1,"ok",727,726,0.017559207751,1.758355,82370560
326,1305031113.08,1305031113.07,0.00804114341736,327,327,1,"ok",737,736,0.0166305235673,1.65547,82370560
327,1305031113.11,1305031113.11,0.00365400314331,328,328,1,"ok",756,755,0.0207731936135,1.845387,82370560
328,1305031113.14,1305031113.14,0.00364208221436,329,329,1,"ok",804,802,0.0222102726121,2.372913,82370560
329,1305031113.18,1305031113.17,0.00825500488281,330,330,1,"ok",793,792,0.0185736641288,2.080591,82370560
330,1305031113.21,1305031113.21,0.00407791137695,331,331,1,"ok",802,802,0.0169261336499,1.665425,82370560
331,1305031113.24,1305031113.24,0.00349497795105,332,332,1,"ok",804,786,0.0488406212154,2.262006,82370560
332,1305031113.28,1305031113.27,0.00784182548523,333,333,1,"ok",840,840,0.0201768769383,2.203677,82370560
333,1305031113.31,1305031113.31,0.00412893295288,334,334,1,"ok",833,833,0.0183390130941,2.580226,82370560
334,1305031113.34,1305031113.34,0.00385594367981,335,335,1,"ok",873,867,0.0310947526397,2.544202,82370560
335,1305031113.38,1305031113.37,0.00793504714966,336,336,1,"ok",922,921,0.0269717016169,5.042144,82370560
336,1305031113.41,1305031113.41,0.00427389144897,337,337,1,"ok",931,931,0.0227814061031,4.173793,82370560
337,1305031113.44,1305031113.44,0.00347900390625,338,338,1,"ok",974,973,0.0233779920526,4.205501,82370560
338,1305031113.48,1305031113.48,0.00365400314331,339,339,1,"ok",971,969,0.0235778870502,4.105149,82370560
339,1305031113.51,1305031113.51,0.00353598594666,340,340,1,"ok",958,955,0.0247633232121,4.317749,82370560
340,1305031113.54,1305031113.54,0.00382494926453,341,341,1,"ok",950,945,0.027093267028,2.722912,82370560
341,1305031113.58,1305031113.57,0.00433707237244,342,342,1,"ok",960,954,0.0317459471425,2.680357,82370560
342,1305031113.61,1305031113.61,0.00405216217041,343,343,1,"ok",974,973,0.0216733045713,3.189877,82370560
343,1305031113.64,1305031113.64,0.0048041343689,344,344,1,"ok",954,950,0.0242524266285,3.85414,82370560
344,1305031113.68,1305031113.67,0.00504398345947,345,345,1,"ok",932,928,0.0236797283232,2.571773,82370560
345,1305031113.71,1305031113.7,0.00767493247986,346,346,1,"ok",952,939,0.0665107393227,2.040962,82370560
346,1305031113.74,1305031113.74,0.00732707977295,347,347,1,"ok",946,941,0.0221976661901,2.155615,82370560
347,1305031113.78,1305031113.77,0.00515198707581,348,348,1,"ok",949,945,0.0202744483417,2.065519,82370560
348,1305031113.81,1305031113.81,0.00544214248657,349,349,1,"ok",963,960,0.0262168244716,1.864405,82370560
349,1305031113.84,1305031113.84,0.00485801696777,350,350,1,"ok",986,985,0.0183515026952,1.84065,82370560
350,1305031113.88,1305031113.87,0.00508093833923,351,351,1,"ok",1010,1010,0.020807816641,2.174343,82370560
351,1305031113.91,1305031113.91,0.00492882728577,352,352,1,"ok",1037,1031,0.0253171593027,2.257229,82370560
352,1305031113.94,1305031113.94,0.0047299861908,353,353,1,"ok",1039,1037,0.0219164345123,2.216507,82370560
353,1305031113.98,1305031113.97,0.00504803657532,354,354,1,"ok",1043,1038,0.0253701436972,2.158289,82370560
354,1305031114.01,1305031114.01,0.00417494773865,355,355,1,"ok",1082,1080,0.027058073869,2.30422,82370560
355,1305031114.04,1305031114.04,0.0047550201416,356,356,1,"ok",1115,1115,0.0213599163952,2.342508,82370560
356,1305031114.08,1305031114.07,0.00498700141907,357,357,1,"ok",1156,1147,0.0283279318077,2.811756,82370560
357,1305031114.11,1305031114.11,0.0048611164093,358,358,1,"ok",1196,1185,0.0449486773444,4.520906,82370560
358,1305031114.14,1305031114.14,0.00472211837769,359,359,1,"ok",1240,1239,0.0251918822702,4.52309,82370560
359,1305031114.18,1305031114.17,0.00522303581238,360,360,1,"ok",1300,1295,0.0252249126133,2.751786,82370560
360,1305031114.21,1305031114.21,0.00504803657532,361,361,1,"ok",1319,1317,0.0254008939753,3.370389,82370560
361,1305031114.24,1305031114.24,0.00486397743225,362,362,1,"ok",1338,1338,0.0219561377545,2.793057,82370560
362,1305031114.28,1305031114.27,0.00831508636475,363,363,1,"ok",1396,1394,0.0256773036472,4.291931,82370560
363,1305031114.31,1305031114.31,0.00471901893616,364,364,1,"ok",1438,1431,0.0277807794546,7.147903,82370560
364,1305031114.34,1305031114.34,0.00441217422485,365,365,1,"ok",1460,1452,0.0396657894584,7.743873,82370560
365,1305031114.38,1305031114.37,0.00501298904419,366,366,1,"ok",1485,1484,0.0255861077058,4.545854,82370560
366,1305031114.41,1305031114.41,0.00480604171753,367,367,1,"ok",1500,1499,0.0222235449117,3.34427,82370560
367,1305031114.44,1305031114.44,0.00480508804321,368,368,1,"ok",1548,1543,0.0392020268573,3.535509,82370560
368,1305031114.48,1305031114.47,0.00484299659729,369,369,1,"ok",1580,1578,0.0249669567383,5.184809,82370560
369,1305031114.51,1305031114.51,0.00469303131104,370,370,1,"ok",1638,1631,0.0278989155476,10.070717,82370560
370,1305031114.54,1305031114.54,0.00328302383423,371,371,1,"ok",1666,1663,0.0263942715674,9.621608,82370560
371,1305031114.58,1305031114.58,0.00405192375183,372,372,1,"ok",1650,1646,0.0247171224776,4.302267,82370560
372,1305031114.61,1305031114.61,0.00383114814758,373,373,1,"ok",1634,1632,0.0197254261379,4.033931,82370560
373,1305031114.64,1305031114.64,1.4066696167e-05,374,373,0,"ok",1643,1624,0.057567697112,5.84787,82370560
374,1305031114.68,1305031114.68,0.00359606742859,375,375,1,"ok",1674,1673,0.0271729962214,8.195815,82722816
375,1305031114.71,1305031114.71,0.00516510009766,376,376,1,"ok",1702,1699,0.0256139091232,6.172531,82722816
376,1305031114.74,1305031114.74,7.58171081543e-05,377,376,0,"ok",1672,1671,0.0223298302174,4.814049,82722816
377,1305031114.78,1305031114.77,0.00444197654724,378,378,1,"ok",1671,1669,0.0217597031781,3.487456,82722816
378,1305031114.81,1305031114.81,0.00399279594421,379,379,1,"ok",1646,1643,0.0226641787634,3.744575,82722816
379,1305031114.84,1305031114.84,0.00107097625732,380,380,1,"ok",1656,1645,0.0383154857498,5.13225,82722816
380,1305031114.88,1305031114.88,0.00422501564026,381,381,1,"ok",1627,1622,0.0357815904416,3.092039,82722816
381,1305031114.91,1305031114.91,0.00537490844727,382,382,1,"ok",1630,1629,0.0179407409467,2.973199,82722816
382,1305031114.94,1305031114.94,3.00407409668e-05,383,382,0,"ok",1643,1643,0.019702958676,4.791695,82722816
383,1305031114.98,1305031114.98,0.00386905670166,384,384,1,"ok",1660,1644,0.0518310066705,6.908162,82722816
384,1305031115.01,1305031115.01,0.00412106513977,385,385,1,"ok",1608,1608,0.0247908465124,5.570031,82722816
385,1305031115.04,1305031115.04,2.19345092773e-05,386,385,0,"ok",1579,1569,0.0415709119685,11.977066,82722816
386,1305031115.08,1305031115.07,0.00766086578369,387,387,1,"ok",1549,1543,0.0270499144828,5.568619,82722816
387,1305031115.11,1305031115.11,0.00415587425232,388,388,1,"ok",1518,1518,0.0248910918342,5.525443,82722816
388,1305031115.14,1305031115.14,1.90734863281e-05,389,388,0,"ok",1453,1453,0.0260417202154,7.392192,82722816
389,1305031115.18,1305031115.17,0.00679802894592,390,390,1,"ok",1372,1372,0.024683118001,7.539205,82722816
390,1305031115.21,1305031115.21,0.00492095947266,391,391,1,"ok",1366,1364,0.0235100530023,4.033531,82722816
391,1305031115.24,1305031115.24,0.00232219696045,392,392,1,"ok",1318,1309,0.0375668259025,3.846599,82722816
392,1305031115.28,1305031115.27,0.00649809837341,393,393,1,"ok",1309,1292,0.0537224155973,5.094493,82722816
393,1305031115.31,1305031115.31,0.00617003440857,394,394,1,"ok",1291,1279,0.0338741392436,2.972188,82722816
394,1305031115.34,1305031115.34,0.00019097328186,395,394,0,"ok",1244,1239,0.0339064284624,4.750022,82722816
395,1305031115.38,1305031115.38,0.00411200523376,396,396,1,"ok",1210,1190,0.0628176844821,10.171268,82722816
396,1305031115.41,1305031115.41,0.00507307052612,397,397,1,"ok",1087,1085,0.0239132357965,5.063686,82722816
397,1305031115.44,1305031115.44,0.000119209289551,398,398,1,"ok",1083,1083,0.0217467125493,3.127552,82722816
398,1305031115.48,1305031115.47,0.00437784194946,399,399,1,"ok",1056,1055,0.022136650971,2.41103,82722816
399,1305031115.51,1305031115.51,0.00381302833557,400,400,1,"ok",1034,1034,0.0221340034952,2.338151,82722816
400,1305031115.54,1305031115.54,1.62124633789e-05,401,400,0,"ok",951,951,0.0232128944256,4.580757,82722816
401,1305031115.58,1305031115.58,0.00402498245239,402,402,1,"ok",912,908,0.0241521217633,6.855883,82722816
402,1305031115.61,1305031115.61,0.00399589538574,403,403,1,"ok",871,871,0.0232819333819,2.800289,82722816
403,1305031115.64,1305031115.64,0,403,403,0,"ok",848,847,0.0220434230674,2.201875,82722816
404,1305031115.68,1305031115.68,0.00413489341736,405,405,1,"ok",790,790,0.0210534556174,2.237359,82722816
405,1305031115.71,1305031115.71,0.00501894950867,406,406,1,"ok",802,795,0.0319422719975,2.317179,82722816
406,1305031115.74,1305031115.74,0.00034499168396,407,407,1,"ok",813,813,0.0197011195636,3.027231,82722816
407,1305031115.78,1305031115.77,0.00509595870972,408,408,1,"ok",778,778,0.019695550083,2.166091,82722816
408,1305031115.81,1305031115.81,0.00485181808472,409,409,1,"ok",799,788,0.0651946950168,2.341896,82722816
409,1305031115.84,1305031115.84,0.00128793716431,410,410,1,"ok",780,776,0.0220810341762,2.031568,82722816
410,1305031115.88,1305031115.88,0.00385117530823,411,411,1,"ok",761,753,0.0313313991049,3.835802,82722816
411,1305031115.91,1305031115.91,0.000401973724365,412,412,1,"ok",773,769,0.0241899677067,1.922783,82722816
412,1305031115.94,1305031115.94,0.001296043396,413,413,1,"ok",756,756,0.0167153639579,1.639255,82722816
413,1305031115.98,1305031115.97,0.00694108009338,414,414,1,"ok",739,739,0.0185189814756,1.972358,82722816
414,1305031116.01,1305031116.01,0.00053596496582,415,415,1,"ok",709,709,0.0170110678644,1.595138,82722816
415,1305031116.04,1305031116.04,0.000545978546143,416,416,1,"ok",680,676,0.047682708619,1.905568,82722816
416,1305031116.08,1305031116.07,0.00850296020508,417,417,1,"ok",636,636,0.0202206628596,1.949734,82722816
417,1305031116.11,1305031116.11,0.0030529499054,418,418,1,"ok",614,613,0.021326767837,2.05946,82722816
418,1305031116.14,1305031116.14,5.96046447754e-06,419,418,0,"ok",602,602,0.0192433040509,1.457371,82722816
419,1305031116.18,1305031116.17,0.00468111038208,420,420,1,"ok",587,587,0.0155747203413,1.531682,82722816
420,1305031116.21,1305031116.21,2.09808349609e-05,421,420,0,"ok",562,562,0.0139952369121,1.320283,82722816
421,1305031116.24,1305031116.24,0.000600099563599,422,422,1,"ok",568,568,0.0140296234618,1.366944,82722816
422,1305031116.28,1305031116.27,0.00496411323547,423,423,1,"ok",569,569,0.0127433286709,1.169866,82722816
423,1305031116.31,1305031116.31,0.000649929046631,424,424,1,"ok",573,573,0.0158210240442,1.415958,82722816
424,1305031116.34,1305031116.34,0.000833034515381,425,425,1,"ok",576,576,0.014014062458,1.136997,82722816
425,1305031116.38,1305031116.37,0.00489401817322,426,426,1,"ok",558,558,0.0123233811057,1.103036,82722816
426,1305031116.41,1305031116.41,0.00170207023621,427,427,1,"ok",562,562,0.0133550428387,1.319863,82722816
427,1305031116.44,1305031116.44,0.000872850418091,428,428,1,"ok",567,567,0.0100908860131,1.122315,82722816
428,1305031116.48,1305031116.47,0.00645613670349,429,429,1,"ok",558,558,0.0112352612402,1.209836,82722816
429,1305031116.51,1305031116.51,0.00062894821167,430,430,1,"ok",557,557,0.00936404135071,1.12563,82722816
430,1305031116.54,1305031116.54,0.000566959381104,431,431,1,"ok",551,551,0.0100906026041,1.116256,82722816
431,1305031116.58,1305031116.57,0.00492405891418,432,432,1,"ok",543,543,0.00894663715467,1.091509,82722816
432,1305031116.61,1305031116.61,0.000369787216187,433,433,1,"ok",552,552,0.0129853467785,1.179762,82722816
433,1305031116.64,1305031116.64,0.000690937042236,434,434,1,"ok",574,574,0.0155588309592,1.30473,82722816
434,1305031116.68,1305031116.67,0.00475788116455,435,435,1,"ok",563,558,0.0215765251322,1.253132,82722816
435,1305031116.71,1305031116.71,0.000691890716553,436,436,1,"ok",591,590,0.017088045572,1.576791,82722816
436,1305031116.74,1305031116.74,0.00271582603455,437,437,1,"ok",584,583,0.0161922245096,1.300985,82722816
437,1305031116.78,1305031116.78,0.00423908233643,438,438,1,"ok",603,597,0.0255688420683,1.3243,82722816
438,1305031116.81,1305031116.81,2.50339508057e-05,439,438,0,"ok",615,611,0.0315457671058,1.586816,82722816
439,1305031116.85,1305031116.84,0.00571894645691,440,440,1,"ok",638,638,0.0186916389351,1.433144,82722816
440,1305031116.88,1305031116.87,0.00843906402588,441,441,1,"ok",639,636,0.0219617188611,1.657623,82722816
441,1305031116.91,1305031116.91,0.00408911705017,442,442,1,"ok",661,661,0.0194855647916,1.793979,82722816
442,1305031116.94,1305031116.94,0.00267004966736,443,443,1,"ok",665,665,0.0213772146047,2.282025,82722816
443,1305031116.98,1305031116.97,0.00469493865967,444,444,1,"ok",663,663,0.0230913816243,1.880149,82722816
444,1305031117.01,1305031117.01,0.00257015228271,445,445,1,"ok",677,677,0.0220374900275,3.609781,82722816
445,1305031117.04,1305031117.04,0.00119614601135,446,446,1,"ok",712,712,0.0206772032193,3.354736,82722816
446,1305031117.08,1305031117.07,0.00833892822266,447,447,1,"ok",737,737,0.020775065147,2.169746,82722816
447,1305031117.11,1305031117.11,0.000783920288086,448,448,1,"ok",716,716,0.0188390663184,1.845637,82722816
448,1305031117.14,1305031117.14,0.000834941864014,449,449,1,"rejected_high_rmse_0.1213",706,702,0.121250999753,2.047412,82722816
449,1305031117.18,1305031117.18,0.00420498847961,450,450,1,"ok",710,710,0.0192814899063,1.888151,82722816
450,1305031117.21,1305031117.21,0.00360798835754,451,451,1,"rejected_high_rmse_0.1268",734,721,0.126806952392,1.983915,82722816
451,1305031117.24,1305031117.24,0.0019371509552,452,452,1,"ok",734,727,0.0233452523996,1.717764,82722816
452,1305031117.28,1305031117.28,0.00278306007385,453,453,1,"ok",702,702,0.0159991893739,1.915552,82722816
453,1305031117.31,1305031117.31,0.00107884407043,454,454,1,"ok",678,678,0.014203683926,1.573766,82722816
454,1305031117.34,1305031117.34,0.00219893455505,455,455,1,"ok",683,683,0.0134057411371,1.464181,82722816
455,1305031117.38,1305031117.38,0.00438690185547,456,456,1,"ok",684,682,0.0141600939965,1.307314,82722816
456,1305031117.41,1305031117.41,0.00268292427063,457,457,1,"ok",680,680,0.0135167268394,1.45071,82722816
457,1305031117.44,1305031117.44,0.00106596946716,458,458,1,"ok",707,700,0.0271363776088,1.800098,82722816
458,1305031117.48,1305031117.48,0.00375199317932,459,459,1,"ok",722,717,0.0255208125447,1.816734,82722816
459,1305031117.51,1305031117.51,0.00244283676147,460,460,1,"ok",741,741,0.018960483936,1.630703,82722816
460,1305031117.54,1305031117.54,0.00454902648926,461,461,1,"ok",762,762,0.0201073449509,2.143297,82722816
461,1305031117.58,1305031117.58,0.0012948513031,462,462,1,"ok",819,818,0.0212037524636,2.72193,82722816
462,1305031117.61,1305031117.61,0.00338196754456,463,463,1,"ok",816,816,0.0199983993262,2.14566,82722816
463,1305031117.64,1305031117.64,3.21865081787e-05,464,463,0,"ok",830,830,0.0187464660522,1.731905,82722816
464,1305031117.68,1305031117.68,0.00377893447876,465,465,1,"ok",872,870,0.0302843432095,3.409268,82722816
465,1305031117.71,1305031117.71,3.09944152832e-05,466,465,0,"ok",890,889,0.0192322407773,1.94046,82722816
466,1305031117.74,1305031117.74,0.000189065933228,467,467,1,"ok",920,920,0.0191432963138,1.784895,82722816
467,1305031117.78,1305031117.78,0.000498056411743,468,468,1,"ok",926,921,0.0247230980531,2.573726,82722816
468,1305031117.81,1305031117.81,0.0002601146698,469,469,1,"ok",925,925,0.0206741631656,1.790113,82722816
469,1305031117.84,1305031117.84,1.59740447998e-05,470,469,0,"ok",927,925,0.0286626819015,2.859889,82722816
470,1305031117.88,1305031117.88,1.59740447998e-05,471,470,0,"ok",964,960,0.0265745852275,3.26506,82722816
471,1305031117.91,1305031117.91,0.00264501571655,472,472,1,"ok",963,957,0.0247385062867,2.081844,82722816
472,1305031117.94,1305031117.94,1.90734863281e-05,473,472,0,"ok",965,964,0.0202375573269,1.895022,82722816
473,1305031117.98,1305031117.98,3.50475311279e-05,474,473,0,"ok",947,946,0.0191071641355,1.773458,82722816
474,1305031118.01,1305031118.01,0.00021505355835,475,475,1,"ok",952,951,0.0178033000416,1.843313,82722816
475,1305031118.04,1305031118.04,2.8133392334e-05,476,475,0,"ok",936,930,0.0218937994826,1.688149,82722816
476,1305031118.08,1305031118.08,3.50475311279e-05,477,476,0,"ok",967,953,0.0673919700625,2.088393,82722816
477,1305031118.11,1305031118.11,0.000354051589966,478,478,1,"ok",956,954,0.0286486261022,1.853659,82722816
478,1305031118.14,1305031118.14,0.000970840454102,479,479,1,"ok",933,924,0.0253366276503,2.147522,82722816
479,1305031118.18,1305031118.18,0.00115299224854,480,480,1,"ok",922,922,0.0187607913113,2.028883,82722816
480,1305031118.21,1305031118.21,0.000419855117798,481,481,1,"ok",934,933,0.021542172859,2.515979,82722816
481,1305031118.24,1305031118.24,0.000224828720093,482,482,1,"ok",930,924,0.0249835376367,3.059559,82722816
482,1305031118.28,1305031118.28,0.000203132629395,483,483,1,"ok",957,957,0.0210607619447,4.426734,82722816
483,1305031118.31,1305031118.31,0.000568151473999,484,484,1,"ok",1000,995,0.0272764117715,3.915152,82722816
484,1305031118.34,1305031118.34,0.00124502182007,485,485,1,"ok",1020,1016,0.0250310853694,3.617353,82722816
485,1305031118.38,1305031118.38,0.00220513343811,486,486,1,"ok",1029,1028,0.0220727437493,4.092529,82722816
486,1305031118.41,1305031118.41,0.0024778842926,487,487,1,"ok",1062,1051,0.0916580194563,4.546766,82722816
487,1305031118.45,1305031118.45,1.09672546387e-05,488,487,0,"ok",1090,1084,0.0475595559835,2.420294,82722816
488,1305031118.48,1305031118.48,0.00141596794128,489,489,1,"ok",1078,1073,0.0334156435554,2.698715,82722816
489,1305031118.51,1305031118.51,0.00105404853821,490,490,1,"ok",1088,1086,0.0197122893404,2.289297,82722816
490,1305031118.54,1305031118.55,0.000784873962402,491,490,0,"ok",1051,1051,0.0168250223021,1.876593,82722816
491,1305031118.58,1305031118.58,0.0029079914093,492,492,1,"ok",1081,1080,0.0228594562056,2.382718,82722816
492,1305031118.62,1305031118.61,0.00527310371399,493,493,1,"ok",1031,1030,0.0185155773494,2.137378,82722816
